N°,Question_Litterale,Propo 1,Propo 2,Propo 3,Propo 4,Bonne_Reponse,Rep_donnee,Niveau,N° famille,Nom famille,Commentaire,Ecran
20562,"-UN SYNOPTIQUE AVEC UN ETAGE CAG  RELIANT UN ETAGE RF A UN ETAGE MARQUE ""?""
",FI,OL,Détection,BFO,3,,2,204,Synoptiques d'émetteurs et de récepteurs,"Le contrôle automatique de gain a son entrée à la sortie du démodulateur (ici, la détection) et réinjecte le signal sur les premiers étages RF ou sur la FI, non indiquée ici. La place de l’oscillateur local n'est pas représentée dans ce schéma",20562
20563,"-UN SYNOPTIQUE D'EMETTEUR AVEC TROIS ETAGES AVANT LE MELANGEUR, IL FALLAIT TROUVER LE TROISIEME
",Limiteur,Ampli FI,Premier mélangeur,Pré-accentuateur  ,4,,2,204,Synoptiques d'émetteurs et de récepteurs,"L’étage « oscillateur à réactance variable » indique que c’est un émetteur FM (étage modulateur). L’étage situé entre l’ampli AF et le modulateur ne peut être que le pré-accentuateur. L’ampli FI est à la suite du mélangeur (ce qui élimine « ampli FI » et « premier mélangeur », l’étage limiteur se trouve dans un récepteur FM",20563
20564,COMMENT SE COMPORTE UN DOUBLET DEMI-ONDE UN PEU PLUS LONG QUE LA FREQUENCE CENTRALE D'EMISSION,comme une résistance en série avec une inductance,comme une résistance en série avec un condensateur,comme un fil non rayonnant,comme une résistance pure,1,,2,210,"Antennes, couplage, propagation, ligne de transmis","Nous raisonnerons en termes de longueur d’onde plutôt qu’en termes de fréquence. Ici, la longueur du doublet demi-onde (sur laquelle on observe la résonance) est plus grande que la longueur d’onde de l’émission. L’antenne est donc trop longue pour la fréquence d'émission. Dans ce cas, il y a un effet réactif et l’antenne se comporte comme une résistance en série avec une inductance.",
20565,"-UN SCHEMA AVEC DEUX LIGNES EN TRAITS GRAS, PARTANT DE ZE, ALLANT VERS UNE CHARGE ZC. QUELLE DOIT ETRE LA VALEUR DE ZE ?",Ze doit être nulle,Ze > Zc,Ze < Zc,Ze = Zc,4,,2,210,"Antennes, couplage, propagation, ligne de transmis","Pour un transfert de puissance optimal, l’impédance d’entrée doit être égale à celle de la charge et à l’impédance caractéristique du câble, représenté ici par un double trait gras.
La longueur du câble n'étant pas indiquée, la question ne porte pas sur les lignes quart d'onde et leur transformation d'impédance.",20565
20566,"PARMI CES MICROS, LEQUEL A LA PLUS GRANDE IMPEDANCE ?",Micro à ruban,Micro dynamique,Micro à charbon,Micro électret ,4,,2,205,"Rôle des différents étages RF, haut-parleur, micro","Les principaux types de microphones, par ordre décroissant d’impédance, sont :
- le microphone électret (impédance très élevée, de l’ordre du MOhms)
- le microphone céramique 
- le microphone à charbon (ou microphone résistif)
- le microphone dynamique (le plus répandu car très robuste, impédance d’environ 1 kOhms)
- le microphone à ruban (basse impédance, moins de 100 Ohms)",
20567,"-FILTRE RC PASSE BAS AVEC R = 16 KOHM ET C = 100 PF
QUELLE EST LA FREQUENCE DE COUPURE ?
",10 kHz,16 kHz,100 kHz,160 kHz,3,,2,209,"Transformateurs, ampli op, filtres RC LC RLC","F = 1/(2 x pi x R x C) = 99,5 kHz, arrondi à 100 kHz si on prend 1/(2 x pi) = 0,16",20567
20568,PROPRIETE D'UN BALUN ?,Atténuateur,Transformateur asymétrique / symétrique ,Filtre de bande  ,Isolateur de ROS,2,,2,210,"Antennes, couplage, propagation, ligne de transmis","Le mot «  Balun » vient de « BALanced / UNbalanced » qui, en anglais, signifie « symétrique / asymétrique ».
Maheureusement, un balun peut aussi apporter des atténuations mais ce n'est pas une de ses propriétés souhaitées !",
20569,"-SYNOPTIQUE D'UN EMETTEUR AVEC : MICRO  - - -  MODULATEUR EQUILIBRE  -  FILTRE - ?  - ANTENNE
",Amplificateur RF,Amplificateur AF ,Oscillateur local,Démodulateur,1,,2,204,Synoptiques d'émetteurs et de récepteurs,"Il s’agit d’un synoptique partiel d’un émetteur BLU. Le filtre représenté n’est pas un filtre anti-harmonique mais un filtre à quartz indissociable du modulateur équilibré. L’élément manquant ne peut être que l’ampli RF, les autres étages n’ont pas leur place ici.",20569
20570,"-VALEUR DE LA RESISTANCE R ? SCHEMA AVEC DEUX RESISTANCES EN SERIE (2,7 KOHMS ET ?), TENSION TOTALE = 6 V, TENSION SUR ? = 3,3 V","8,7 k Ω",33 kΩ,3300 Ω,"9,3 kΩ",3,,2,202,Groupements de résistances,"U aux bornes de 2,7 kΩ = 6 – 3,3 = 2,7 V ; 
I dans 2,7 kΩ = 1 mA ; R ? = U/I = 3,3/0,001 = 3300 Ω
",20570
20571,-FREQUENCE D'UN SIGNAL ? SCHEMA D'UN ECRAN D'OSCILLOSCOPE AVEC UNE SINUSOIDE (UNE PERIODE COMPLETE OCCUPANT 4 DIVISIONS HORIZONTALES ET VERTICALES). INDICATION : HORIZONTAL : 5MS/DIV ; VERTICAL : 3MV / DIV,20 Hz,200 Hz,50 Hz,150 Hz,3,,2,207,Courants alternatifs,"durée d'une période = 4 x 5ms = 20 ms ; F = 1/t = 1/0,02 = 50 Hz",20571
20572,"-VALEUR DE LA RESISTANCE RX ? SCHEMA D'UN PONT DE WHEATSTONE HORIZONTAL AVEC, SUR LE RESEAU DU HAUT : 4 K ET 8 K ET RESEAU DU BAS : 7,5 K ET RX. ENTRE LES POINTS MILIEU DES DEUX RESEAUX : I = 0",10 kΩ,15 kΩ,"7,5 kΩ",30 kΩ,2,,2,202,Groupements de résistances,"Produit en croix : R = 8 x 7,5 / 4 = 15
Le fait que le schéma soit présenté ""à l'horizontale"" ne change rien à la formule utilisée pour trouver la réponse",20572
20573,"-QUEL EST LE NOM DE L'ETAGE MARQUE "" ? "" AVEC SCHEMA : ANTENNE, "" ? "" EN DESSOUS, MEL EN DESSOUS, OL A GAUCHE DE MEL, A DROITE DE MEL : POINTILLES PUIS HP
",Ampli MF,Ampli BF,Ampli RF,Ampli FI,3,,2,204,Synoptiques d'émetteurs et de récepteurs,Il s’agit d’un synoptique partiel de récepteur hétérodyne,20573
20574,QUELLE CLASSE D'EMISSION N'A PAS DE COURANT DE REPOS ?,Classe A,Classe AB,Classe AB2,Classe C,4,,2,203,"Diodes et transistors, classes d'amplification","Pour définir les classes d'émission, on utilise plutôt une référence à la tension de repos (et non pas au courant).
La classe A a une tension de repos au milieu du signal à amplifier. Elle a donc un courant de repos non nul. 
On distingue deux sous-classes dans la classe AB : la classe AB1 ""qui n'absorbe pas de courant de l'étage qui le précède"" contrairement à la classe AB2. AB2 doit donc être éliminée. De même AB est éliminée car trop imprécise. 
Reste la classe C dont la tension de repos est très en dessous de la tension de blocage du transistor. Si bien que le courant de repos est nul en classe C.",
20575,"-FORMULES EXACTES ?  
1) P = RACINE (RU) ; 2) P = U2/R ; 3) IMAX = IEFF X RACINE (2) ; 4) W = RIT2",2 et 3,"1, 2 et 3",3 et 4,2 et 4,1,,2,206,Électricité de base,"Les formules exactes sont : 
P = UI ou P = RI² (formule 1); 
W = RI²t (formule 4)",20575
20576,"-QUEL EST L'ETAGE MARQUE "" ? "" AVEC UN SCHEMA REPRESENTANT L'ANTENNE, RF EN DESSOUS, "" ? "" EN DESSOUS, OL EN DESSOUS. A DROITE DE "" ?"", POINTILLES PUIS HP
",Détecteur de produit,Ampli BF,Mélangeur,Ampli FI,3,,2,204,Synoptiques d'émetteurs et de récepteurs,Il s’agit d’un synoptique partiel de récepteur hétérodyne.,20576
20577,"-FILTRE RC PASSE HAUT AVEC R = 16 KOHMS ET C = 10 PF
QUELLE EST LA FREQUENCE DE COUPURE ?
",1600 kHz,100 kHz,160 kHz,1 MHz,4,,2,209,"Transformateurs, ampli op, filtres RC LC RLC","F = 1/(2 x pi x R x C) = 995 kHz, arrondi à 1 MHz si on prend 1/(2 x pi) = 0,16",20577
20578,QUELLE EST L'IMPEDANCE D'UNE BOBINE DE 100 MICROHENRYS A 21 MHZ ? ,2100 Ω,120 Ω,13 kΩ,6280 Ω,3,,2,208,Condensateurs et bobines (séparés),"Z = 6,28 x F x L = 6,28 x 100.10^-6 x 21.10^6 = 6,28 x 100 x 21 = 13188 = 13 kΩ (arrondi)",
20579,"POUR UN CIRCUIT RLC PARALLELE A LA RESONANCE, QUELLE AFFIRMATION EST VRAIE ?",I eff est minimum avec Z au maximum ,I eff est maximum avec Z au minimum ,I eff est maximum avec Z au maximum,I eff est minimum avec Z au minimum,1,,2,209,"Transformateurs, ampli op, filtres RC LC RLC","Dans un circuit RLC parallèle (ou circuit bouchon), à la résonance, l'impédance (Z) est au maximum et l'intensité parcourant le circuit (I) est au minimum, quel que soit le mode de mesure de l'intensité (efficace ou crête).",
20580,-UN SIGNAL SINUS DONT L'AMPLITUDE VARIE. QUELLE EST LA CLASSE D'EMISSION ?,A1A,A3E,G3E,F3E,2,,2,204,Synoptiques d'émetteurs et de récepteurs,"Si l'amplitude varie, ce ne peut être F3E ou G3E (FM ou modulation de phase). 
A1A, c'est du tout ou rien (j'émets ou je n'émets pas) et ça ne correspond pas au schéma. 
Reste donc A3E (AM) mais ce pourrait être aussi de la BLU (J3E), non proposée ici",20580
20581,-4 COURBES DE DEUX SIGNAUX SINUSOIDAUX ; TROUVER LESQUELS ETAIENT EN OPPOSITION DE PHASE,schéma 1,schéma 2,schéma 3,schéma 4,1,,2,207,Courants alternatifs,"Dans le schéma 3, le signal en pointillé est en avance
Dans les schémas 2 et 4, le signal en pointillé est en retard (environ 90° et 45°)
",20581
20582,"VOUS CONTACTEZ DURANT LA NUIT UNE STATION SUR UNE BANDE BASSE. 
QUELLE EST LA CAUSE DE LA DISPARITION DE LA PROPAGATION LE JOUR SUR CETTE MEME BANDE ?",augmentation de l’épaisseur des couches F,scission de la couche F en F1 et F2,disparition de la couche E sporadique,absorption par ionisation de la couche D  ,4,,2,210,"Antennes, couplage, propagation, ligne de transmis","La couche D qui absorbe les ondes est essentiellement responsable de la disparition de la propagation le jour sur les bandes basses (1,8 MHz et en dessous)",
20583,"-MICRO - - OSC - - SEPARATEUR - - MODULATEUR - - FILTRE (SITUE EN DESSOUS DU MODULATEUR) - - AMPLI RF (A DROITE DU FILTRE) - - ANTENNE
QUE REPRESENTE CE SYNOPTIQUE ?
",Récepteur BLU,récepteur à réaction,récepteur pour modulation de phase,Emetteur BLU ,4,,2,204,Synoptiques d'émetteurs et de récepteurs,"Dans le schéma, il y a le schéma d’un micro et un ""modulateur"", il doit donc s'agir d'un émetteur et non pas d’un récepteur. Plus précisément d’un émetteur BLU, puisque le modulateur est suivi d'un filtre (à quartz dans le cas d'un émetteur BLU et le modulateur porte le nom de ""mélangeur équilibré"")
",20583
20584,"-CALCUL DISTORSION PAR HARMONIQUE 2     F = 0.5 U =20,     F=1  U = 8,    F= 1.5,    F=  2  ",25%,10%,20%,40%,4,,2,209,"Transformateurs, ampli op, filtres RC LC RLC","Réponse : la fréquence de référence est 0,5. 
L’harmonique 2 est donc 1,0. 
TDH = 8 / 20 = 0,4 = 40%",20584
20585,"CALCULEZ Z AVEC 
F = 403 MHZ ET L = 50 MICROHENRYS","12,7 kΩ",20 kΩ,200 kΩ,127 kΩ,4,,2,208,Condensateurs et bobines (séparés),"Z = 2 x pi x F x L = 6,283 x 403.10^6 x 50.10^-6 
= 6,28 x 403 x 50 = 126602 ohms = 127 kohms",
20586,10 MICROFARAD = ? ,aucune des réponses ,100.000 pF,1000 nF,1 nF,1,,2,208,Condensateurs et bobines (séparés),"10 µF = 10.000 nF = 10.000.000 pF, donc aucune des réponses proposées. Il n'y a pas de calcul, cette question est posée pour voir si le candidat maîtrise les multiples et sous-multiples.",
20587,-UN AMPLIFICATEUR AVEC 10 MICROVOLTS EN ENTREE ET 12 DB DE GAIN. TENSION DE SORTIE ?,80 µV,120 µV,40 µV,160 µV,3,,2,203,"Diodes et transistors, classes d'amplification","Lorsque les valeurs sont exprimées en volts, le gain est le double de celui calculé lorsque les valeurs sont exprimées en watts. Ainsi, dans cette question, gain en tension = 12 dB divisé par 2 = 6 dB ; 6 dB correspond à un rapport de 4. 
Us = Ue x 4 = 40 µV
Dans la pratique, ce calcul n'est juste que si les impédances d'entrée et de sortie sont identiques, ce qui ne semble pas être indiqué dans la question posée...",20587
20588,-SCHEMA REPRESENTANT UN GROUPEMENT SERIE RLC. QUELLE EST L'AFFIRMATION VRAIE ?,I eff maximum et Z minimum,I eff et Z maximum,I eff et Z minimum,I eff minimum et Z maximum,1,,2,209,"Transformateurs, ampli op, filtres RC LC RLC","A la résonnance, un circuit série RLC a une impédance Z égale à R.
C’est son impédance la plus faible et c’est à cette fréquence que l’intensité traversant le circuit est maximale
",20588
20589,"SOIT UNE INDUCTANCE DE 40 MICROHENRYS DONT ON DIVISE PAR DEUX LE NOMBRE DE SPIRES. 
QUELLE EST LA VALEUR DE LA NOUVELLE BOBINE ?",80 µH,160 µH,20 µH,10 µH,4,,2,208,Condensateurs et bobines (séparés),"La bobine a deux fois moins de spires, elle aura donc une valeur quatre fois moindre (effet du carré de nombre de spires dans la formule donnant la valeur d'une bobine : L = F.N².D²) : L = 10 µH en négligeant l'impact de la modification de la forme de la bobine",
20590,DIFFERENCE ENTRE UN RECEPTEUR HETERODYNE ET UN RECEPTEUR DIRECT ?,Un récepteur hétérodyne n’a pas de problème de fréquence image,"Dans un récepteur hétérodyne, la démodulation se fait plus simplement",Un récepteur hétérodyne possède une meilleure sélectivité ,Un récepteur hétérodyne se caractérise par la simplicité du montage,3,,2,205,"Rôle des différents étages RF, haut-parleur, micro",Récepteur hétérodyne = récepteur avec étage de fréquence intermédiaire (FI),
20591,"-SYNOPTIQUE D'UN RECEPTEUR AVEC LE ""?"" QUI ETAIT A LA PLACE DE LA CAG",désaccentuateur,oscillateur,CAG,filtre passe-bas,3,,2,204,Synoptiques d'émetteurs et de récepteurs,"L’étage désaccentuateur est présent uniquement dans les récepteurs FM. Or l’étage « Dét » (détection) indique un récepteur AM. Ce n’est donc pas un émetteur. D’où l’inutilité d’un filtre passe bas (surtout à cet endroit). Attention à la place des étages du synoptique qui peut quelquefois dérouter...
",20591
20592,EXCURSION SIGNAL FM DE 3 KHZ QUI EST DOUBLE EN FREQUENCE ?,9 kHz,3 kHz,"1,5 kHz",6 kHz,4,,2,205,"Rôle des différents étages RF, haut-parleur, micro",L’excursion d’un signal FM est doublée à la sortie d’un doubleur de fréquence,
20593,"-CALCUL DE LA FREQUENCE DE RESONANCE D'UN CIRCUIT BOUCHON AVEC L = 25 MICROH ET C = 400 PF 
","15,9 MHz",10 MHz,"1,59 MHz",1 MHz,3,,2,209,"Transformateurs, ampli op, filtres RC LC RLC","Formule simplifiée : F = 159 / √ (L en µH x C en pF) 
= 159 / √ (25 x 400) = 159/ √ (10000) = 159/100= 1,59 MHz
",20593
20594,"-DESSIN D'UNE RESISTANCE AVEC 4 BAGUES : MARRON, ROUGE, VERT, OR
","1,5 MΩ",15 MΩ,12 MΩ,"1,2 MΩ",4,,2,201,Code des couleurs des résistances,"Marron = 1 ; Rouge = 2 ; Vert = 5 ; donc 12 x 10^5 = 1 200 000 = 1,2 MΩ",20594
20595,"-DESSIN D'UNE RESISTANCE AVEC 4 BAGUES : BLEU, ORANGE, ORANGE, OR",13 kΩ,633 Ω,930 Ω,63 kΩ,4,,2,201,Code des couleurs des résistances,Bleu = 6 ; Orange = 3 ; Orange = 3 ; donc 63 x 10^3 = 63 000 Ω = 63 kΩ,20595
20596,QUELLE EST LA PUISSANCE DISPONIBLE A LA SORTIE D'UN CABLE AYANT 3 DB DE PERTE ALIMENTE PAR UN EMETTEUR DELIVRANT 100 WATTS ?,100 W,"33,3 W",50 W,150 W,3,,2,209,"Transformateurs, ampli op, filtres RC LC RLC",3 dB correspond à un rapport de puissance de 2 (perte). 100 W / 2 = 50 W,
20597,-FREQUENCE D'UNE SINUSOIDE REPRESENTEE SUR 1 PERIODE ET DEMIE... IL Y A UN QUADRILLAGE ET IL EST PRECISE A DROITE QUE 1 DIVISION EST EGALE A 1MS EN HORIZONTALE ET UNE VALEUR AFFICHEE POUR L'AXE VERTICAL,167 Hz,250 Hz,500 Hz,100 Hz,2,,2,207,Courants alternatifs,"durée d'une période = 4 x 1 ms = 4 ms ; F = 1/t = 1/0,004 = 250 Hz",20597
20599,QUELLE EST L'ORIGINE DE L'INTERMODULATION ?,perturbation secteur ,distorsion d’amplitude ,distorsion de fréquence,fréquence image,2,,2,205,"Rôle des différents étages RF, haut-parleur, micro",L’intermodulation tire son origine d’un étage non linéaire générateur de distorsions d’amplitude,
20600,"-DESSIN D'UNE RESISTANCE AVEC 3 BAGUES : VIOLET NOIR BLEU
VALEUR DE LA RESISTANCE ?
",700 kΩ ,500 MΩ,70 MΩ,500 kΩ,3,,2,201,Code des couleurs des résistances,"Violet = 7, Noir = 0, Bleu = 6 ; donc 70 x 10^6 = 70 x 1 000 000 = 70 MΩ",20600
20601,"-SCHEMA AVEC UNE RESISTANCE DE 3,3 KOHMS SUIVIE DE DEUX RESISTANCES EN PARALLELE (2 KOHMS ET 3 KOHMS). INTENSITE DANS LA RESISTANCE DE 3 KOHMS = 5 MA. QUELLE EST 'INTENSITE DANS LA RESISTANCE DE 3,3 KOHMS ?",5 mA,"7,5 mA",10 mA,"12,5 mA",4,,2,202,Groupements de résistances,"Tension aux bornes de la résistance de 3 kohms : U = R x I = 3000 x 0,005 = 15 V;
Intensité dans la résistance de 2 kohms : I = U / R = 15 / 2000 = 0,075 = 7,5 mA ;
Intensité dans la résistance de 3,3 kohms = 5 + 7,5 = 12,5 mA",20601
20602,"-SCHEMA AVEC UN RECTANGLE ""EMETTEUR"", UN CABLE ET UNE ANTENNE TYPE YAGI. ROS = 2 ; PE = 9 W ; PR = ?
",1 W,"4,5 W",3 W,"2,25 W",1,,2,210,"Antennes, couplage, propagation, ligne de transmis","Transformation ROS>TOS : TOS = (ROS-1)/(ROS+1) = (2-1)/(2+1) = 1/3 = 0,33
Taux de puissance réfléchie = TOS² = 0,33² = 0,11 ;
Puissance réfléchie (Pr) = Puissance émise (Pe) x taux de puissance réfléchie 
= 9 x 0,11 = 1 W
",20602
20603,"-SCHEMA PAS TRES CONVENTIONNEL D'UN AMPLI OP MONTE EN NON INVERSEUR (SIGNAL SUR ENTREE POSITIVE DE L'AMPLI OP). R2 = 4,7 KOHMS ET R1 = 1 KOHM. QUEL EST LE GAIN EN TENSION ?","+ 4,7","+ 5,7","- 4,7","- 5,7",2,,2,209,"Transformateurs, ampli op, filtres RC LC RLC","Il s'agit d'un montage non inverseur (signal appliqué sur l'entrée positive de l'ampli op)
Gain = +(R2/R1) + 1 = +(4,7/1) + 1 = +5,7",20603
20604,"-SCHEMA ELECTRIQUE D'UN ETAGE AVEC UN TRANSISTOR ET DES RESISTANCES POUR L'ALIMENTER (PAS D'ENTREE NI DE SORTIE, ON NE SAIT DONC PAS LE MONTAGE UTILISE) : UN PONT DE RESISTANCES POUR FIXER LA TENSION DE BASE, UNE RESISTANCE DE COLLECTEUR ET UNE RESISTANCE D'EMETTEUR. TOUTES LES RESISTANCES ONT DES VALEURS (RCOLLECTEUR = 1500 OHMS). AUTRES INDICATIONS : IC = 1,5 MA, BETA = 150. CALCULER IBASE
","1,5 mA ",20 µA,10 µA,"2,94 mA",3,,2,203,"Diodes et transistors, classes d'amplification","Ib = Ic / ϐ = 1,5 mA / 150 = 0,01 mA = 10 µA.
Les valeurs des résistances ne servent à rien
",20604
20605,"FREQUENCE = 20 MHZ, 
LAMBDA =  ?",70 m,"7,5 m","1,5 m",15 m,4,,2,210,"Antennes, couplage, propagation, ligne de transmis",Lambda est la longueur d’onde en mètres. λ(m) = 300 / F(MHz) = 300/20 = 15 mètres,
20606,SUR QUELLES COUCHES SE REFLETENT LES ONDES ELECTROMAGNETIQUES ? ,"E, F","D, E","D, F","C, D",1,,2,210,"Antennes, couplage, propagation, ligne de transmis","La couche F de la ionosphère se décompose en  F1 et F2 dans la journée et est responsable de la réflexion des ondes décamétrique. La réflexion sur la couche E ne concerne que les VHF. Quant à la couche D, elle ne réfléchit pas mais elle atténue les ondes la traversant. Les couches A, B et C de l’atmosphère n’ont aucune incidence sur la propagation des ondes.",
20607,QUEL EST L'EFFET DU RACCOURCISSEMENT D'UN DIPOLE ?,son impédance aura une réactivité positive,sa fréquence de résonance augmente ,sa directivité diminue,sa fréquence de résonance diminue,2,,2,210,"Antennes, couplage, propagation, ligne de transmis","Lorsque l'on raccourcit un dipôle, sa fréquence de résonance augmente ou, si on garde la même fréquence d'émission, l'impédance du dipôle aura une réactivité négative (le déphasage sera comparable à celui d'un condensateur).",
20608,"- SCHEMA AVEC UN SYNOPTIQUE SUR LEQUEL IL Y A LE CAG QUI VA D'UN COTE SUR LE DETECTEUR ET SUR L'AUTRE ""?""
",modulateur,préaccentuateur,étage RF ,oscillateur local,3,,2,204,Synoptiques d'émetteurs et de récepteurs,"Il s’agit d’un synoptique partiel. 
Le CAG peut agir sur un étage RF comme ici ou sur un étage FI (réponse non proposée).",20608
20609,QUEL APPAREIL PEUT-ON UTILISER POUR MESURER L'INTENSITE D'UNE FREQUENCE ELEVEE ?,un galvanomètre,un électromètre,un vobulateur,un ampèremètre thermique ,4,,2,206,Électricité de base,,
20610,VALEUR EQUIVALENTE DE 30 CONDENSATEURS DE 120 NANOFARADS EN SERIE ?,4 nF,"3,6 µF",150 nF,40 nF,1,,2,208,Condensateurs et bobines (séparés),CT = C / n = 120 / 30 = 4 nF,
20611,AVEC QUEL INSTRUMENT MESURE-T-ON LES HARMONIQUES?,un analyseur de spectre ,un multimètre numérique,un multimètre analogique,un bolomètre,1,,2,210,"Antennes, couplage, propagation, ligne de transmis","Un simple multimètre, qu'il soit analogique ou numérqiue ne permet pas de mesurer des harmoniques (ou un taux d'harmoniques).
Un bolomètre permet d'étudier le rayonnement électromagnétique solaire (ça n'a donc rien à voir avec notre sujet...)",
20612,CAPACITE EQUIVALENTE A 12 CONDENSATEURS DE 33 NANOFARADS EN SERIE ?,396 nF,2750 pF ,"27,5 nF","3,96 µF",2,,2,208,Condensateurs et bobines (séparés),"33 nF / 12 = 2,75 nF = 2750 pF",
20613,"FO = 6 MHZ ET BANDE PASSANTE A -3 DB (B) = 50 KHZ, 
VALEUR DE Q ? ",100,"8,33",120,25,3,,2,209,"Transformateurs, ampli op, filtres RC LC RLC","Par définition, B = Fo / Q, 
donc Q = Fo / B = 5 MHz / 50 kHz = 6000 kHz / 50 kHz = 120",
20614,"- SCHEMA AVEC UNE PILE DE 12 V, UNE RESISTANCE (SANS VALEUR) ET LES INDICATIONS ""5 MA"" ET ""P=?""",100 mW,10 mW,"16,7 W",60 mW,4,,2,206,Électricité de base,"P = U x I = 12 x 0,005 = 0,06 W = 60 mW",20614
